‘ddd YYYY-MM-DD HH:MM’,PH PV Array Backfeed (Solar Generation),01 .Workstations Computer 1,02 .Teller Line Computer 1,03 .Workstations Computer 2,04 .Teller Line Computer 2,05 .Workstations Computer 3,06 Teller Line General 1,07 .Workstations Computer 4,08 Teller Line General 2,09 .Workstations Computer 5,10 .Teller Manager Computer,11 Workstations General 1,12 TVs 1,13 Workstations General 2,14 .DT Teller Computer,15 Workstations General 3,16 TCD,17 .ATM 1,19 .ATM 2,21 .ATM 3,22 .DT Teller Counters,25 .Data Backboard 1,26 .VCR and TV Monitors,27 .Data Backboard 2,28 Dealer Drawer,29 .Telephone Backboard,30 .DT Control Unit 1,31 .Data Rack,32 .DT Audio Panel,33 .Alarm Cabinet,34 .DT Control Unit 2,35 .DVR Recorder,36 MFP,37 .Data Rack,38 General 1,39 DT Teller Counter,40 General 2,41 Teller Work Rm Counter,42 General 3,42 RTU-1 Convenience,43 Kitchen Appliance 1,44 DT Teller General,45 Kitchen Appliance 2,47 .Refrigerator,49 .TV and CCTV Monitors,51 Restroom,52 Printer 3,53 Irrigation Controller,54 Printer 4,55 Printer 1,56 TVs 2,57 Printer 2,58 .View Glass Controller and XFMR,60 Water Fountain,62 Break Room TV,A02 Building Mounted Sign 1,A04 Building Mounted Sign 2,A05 Teller Area,A07 Drive Thru Teller,A08 Drive Thru Canopy,A09 Corridor,A09 Janitors Room,A10 Eyebrow Canopy Non Critical,A11 ATM Room,A12 Eyebrow Canopy Critical,A13 Resource Room,A14 Roof,A15 Teller Work Room,A16 Lane Lights,A17 Electrical Room,A19 Break Room,A21 Mens Restroom,A21 Womens Restroom,A24 Relay for A18 A23 A25 Monument & Pole Lights (Control Only),A27 ATM Header and Footer,Lobby Doors (North),Lobby Open (South),Office (North),Office (South),PA RTU-1 (Roof),PB CU-1 (LG Roof),PC AHU-1 (Open Area ATM Room Side),PD AHU-2 (Employee Only Areas),PE AHU-3 (Open Area Drive Thru Teller Side),PF AHU-4 (Electrical Room),PG EWH-1 Water Heater,SA Big Ass Fan,SB TF-1 ATM Room,SC EF-1 Bathrooms and Janitors,SD ATM,SE Drive Thru Units,SF Pole Lights,SG Monument Sign,SH CU Recover
Sat 2015-02-07 10:00,11.713,0,0.062,0.057,0.097,0.001,0.035,0.125,0.001,0.041,0.021,0.001,0.155,0,0.06,0.001,0.001,0.178,0.172,0.175,0,0.001,0.001,0.026,0.002,0.154,0.006,0.203,0,0.027,0,0.001,0.089,0.204,0.001,0.025,0.001,0.022,0.001,0.002,0.067,0.003,0.003,0.022,0.021,0.001,0.015,0.008,0,0.041,0.502,0.001,0.079,0.001,0.057,0,0,0.625,0.096,0,0.102,0,0,0.057,0,0.037,0,0.077,0.061,0.065,0.022,0.001,0.008,0,0,0.101,0.074,0.05,0.088,2.163,5.057,0.298,0.318,0.229,0.04,0,0.038,0.373,0.18,0.219,0.13,0,0,0.027
Sat 2015-02-07 11:00,15.579,0,0.074,0.058,0.099,0.001,0.035,0.125,0.001,0.044,0.02,0.001,0.155,0,0.065,0.001,0.001,0.178,0.17,0.175,0,0.001,0.001,0.026,0.002,0.154,0.006,0.203,0,0.027,0,0.001,0.103,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.05,0.003,0.051,0.055,0.021,0.001,0.009,0.008,0,0.036,0.502,0.001,0.078,0.001,0.06,0,0,0.626,0.096,0,0.102,0,0,0.057,0,0.006,0,0.032,0.062,0.065,0.029,0.008,0.007,0,0,0.101,0.074,0.065,0.11,2.262,5.051,0.31,0.319,0.239,0.03,0,0.038,0.376,0.18,0.221,0.173,0,0,0.027
Sat 2015-02-07 12:00,14.026,0,0.076,0.057,0.092,0.001,0.036,0.112,0.001,0.046,0.025,0.001,0.156,0,0.059,0.001,0.001,0.174,0.17,0.173,0,0.001,0.001,0.026,0.003,0.154,0.006,0.204,0,0.027,0,0.001,0.099,0.204,0.001,0.026,0.001,0.019,0.001,0.002,0.03,0.003,0.077,0.001,0.021,0.001,0.013,0.008,0,0.033,0.501,0.001,0.078,0.001,0.06,0,0,0.627,0.096,0,0.102,0,0,0.057,0,0.072,0,0.069,0.062,0.065,0.036,0.001,0.014,0,0,0.1,0.074,0.065,0.11,2.349,5.445,0.296,0.333,0.253,0.03,0,0.037,0.376,0.18,0.227,0.106,0,0,0.026
Sat 2015-02-07 13:00,12.376,0,0.077,0.056,0.084,0.001,0.037,0.113,0.001,0.044,0.023,0.001,0.155,0,0.062,0.001,0.001,0.174,0.171,0.174,0,0.001,0.001,0.026,0.002,0.154,0.006,0.203,0,0.027,0,0.001,0.099,0.204,0.001,0.026,0.001,0.02,0.001,0.002,0.055,0.006,0.092,0.075,0.021,0.001,0.011,0.008,0,0.032,0.502,0.001,0.078,0.001,0.06,0,0,0.628,0.096,0,0.101,0,0,0.045,0,0.002,0,0.021,0.062,0.065,0.039,0.007,0.006,0,0,0.101,0.074,0.059,0.089,2.366,5.457,0.301,0.322,0.264,0.04,0.64,0.038,0.375,0.18,0.218,0.112,0,0,0.027
Sat 2015-02-07 14:00,10.455,0,0.064,0.049,0.088,0.001,0.038,0.113,0.001,0.049,0.03,0.001,0.155,0,0.059,0.001,0.001,0.171,0.169,0.174,0,0.001,0.001,0.026,0.002,0.154,0.006,0.204,0,0.027,0,0.001,0.099,0.204,0.001,0.026,0.001,0.021,0.001,0.002,0.003,0.003,0.003,0.044,0.021,0.001,0.01,0.008,0,0.051,0.501,0.001,0.077,0.001,0.06,0,0,0.628,0.096,0,0.102,0,0,0.057,0,0,0,0.077,0.062,0.065,0,0.005,0.008,0,0,0.101,0.074,0.059,0.084,2.255,4.816,0.302,0.314,0.242,0.03,0,0.037,0.377,0.179,0.211,0.05,0,0,0.026
Sat 2015-02-07 15:00,12.404,0,0.064,0.056,0.088,0.001,0.026,0.101,0.001,0.044,0.023,0.001,0.155,0,0.054,0.001,0.001,0.173,0.168,0.173,0,0.001,0.001,0.026,0.001,0.153,0.006,0.204,0,0.027,0,0.001,0.084,0.204,0.001,0.026,0.001,0.022,0.001,0.002,0.003,0.003,0.003,0.004,0.021,0.001,0.008,0.008,0,0.029,0.502,0.001,0.078,0.001,0.06,0,0,0.63,0.096,0,0.101,0,0,0.057,0,0.03,0,0.077,0.063,0.065,0.015,0.004,0.013,0,0,0.101,0.074,0.055,0.088,0.068,6.107,0.307,0.327,0.277,0.038,0,0,0.38,0.002,0.215,0.052,0,0,0.028
Sat 2015-02-07 16:00,6.156,0,0.053,0.051,0.081,0.001,0.024,0.088,0.001,0.048,0.019,0.001,0.155,0,0.053,0.001,0.001,0.173,0.168,0.172,0,0.001,0.001,0.026,0.001,0.153,0.006,0.203,0,0.027,0,0.001,0.059,0.204,0.001,0.026,0.001,0.021,0.001,0.002,0.003,0.003,0.003,0.037,0.021,0.001,0.008,0.008,0,0.037,0.502,0.001,0.08,0.001,0.06,0,0,0.483,0.069,0,0.079,0,0,0.013,0,0.018,0,0.052,0.047,0.065,0.015,0,0.005,0,0,0.097,0.072,0.063,0.106,0.04,0.216,0.203,0.243,0.233,0.022,0.01,0,0.377,0,0.213,0.024,0,0,0.005
Sat 2015-02-07 17:00,1.702,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.012,0,0.038,0.001,0.001,0.177,0.171,0.175,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.202,0,0.027,0,0.001,0.06,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.018,0.021,0.001,0.008,0.008,0,0.03,0.089,0.001,0.079,0.001,0.06,0.045,0.041,0.115,0.016,0.075,0.022,0.012,0.018,0.006,0.098,0.006,0,0.012,0.05,0.068,0.006,0.003,0,0.003,0.053,0.01,0.007,0.006,0.011,0.05,0.12,0.2,0.231,0.24,0.03,0,0.002,0.406,0,0.233,0.027,0.553,0.067,0
Sat 2015-02-07 18:00,0.021,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.172,0.167,0.174,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.197,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.024,0.021,0.001,0.008,0.008,0,0.03,0.073,0.001,0.078,0.001,0.06,0.148,0.138,0,0,0.247,0,0.006,0.061,0,0.318,0,0,0,0.045,0.065,0,0,0,0.011,0.177,0,0,0,0,0.05,0.12,0.201,0.233,0.241,0.02,0,0,0.371,0,0.216,0.024,1.837,0.221,0
Sat 2015-02-07 19:00,0,0,0.047,0.047,0.065,0.001,0.022,0.071,0.001,0.037,0.02,0.001,0.008,0,0.042,0.001,0.001,0.173,0.167,0.171,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.2,0,0.027,0,0.001,0.019,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.034,0.021,0.001,0.008,0.008,0,0.016,0.073,0.001,0.076,0.001,0.06,0.157,0.146,0.363,0.039,0.26,0.089,0.019,0.064,0,0.333,0,0,0,0.045,0.065,0.015,0.007,0.007,0.012,0.188,0.061,0.045,0.039,0.066,0.044,0.114,0.192,0.235,0.236,0.03,0,0,0.371,0,0.213,0.024,1.961,0.229,0
Sat 2015-02-07 20:00,0.01,0,0.045,0.047,0.068,0.001,0.023,0.073,0.001,0.038,0.018,0.001,0.008,0,0.04,0.001,0.001,0.169,0.166,0.168,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.199,0,0.027,0,0.001,0.061,0.204,0.001,0.025,0.001,0.02,0.001,0.002,0.003,0.003,0.003,0.031,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.076,0.001,0.06,0.157,0.147,0,0,0.26,0.013,0.016,0.064,0,0.333,0,0,0,0.045,0.065,0,0,0.002,0.012,0.188,0.035,0.026,0.023,0.039,0.046,0.343,0.193,0.229,0.24,0.03,0,0,0.372,0,0.214,0.025,1.865,0.227,0.006
Sat 2015-02-07 21:00,0.01,0,0.044,0.045,0.065,0.001,0.023,0.068,0.001,0.037,0.018,0.001,0.008,0,0.039,0.001,0.001,0.169,0.164,0.169,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.198,0,0.027,0,0.001,0.056,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.009,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.076,0.001,0.06,0.157,0.147,0,0,0.26,0,0,0.064,0,0.334,0,0,0,0.045,0.065,0,0,0.001,0.012,0.188,0,0,0,0,0.05,0.37,0.2,0.237,0.24,0.03,0,0.001,0.373,0,0.212,0.025,1.844,0.227,0.007
Sat 2015-02-07 22:00,0.01,0,0.044,0.045,0.065,0.001,0.022,0.068,0.001,0.037,0.018,0.001,0.008,0,0.039,0.001,0.001,0.17,0.164,0.166,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.197,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.033,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.076,0.001,0.06,0.157,0.147,0,0,0.259,0,0,0.064,0,0.334,0,0,0,0.045,0.065,0,0,0.005,0.012,0.188,0,0,0,0,0.049,0.381,0.201,0.233,0.241,0.03,0,0,0.373,0,0.212,0.024,1.789,0.227,0.006
Sat 2015-02-07 23:00,0,0,0.044,0.045,0.065,0.001,0.023,0.068,0.001,0.038,0.018,0.001,0.008,0,0.039,0.001,0.001,0.168,0.165,0.167,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.198,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.137,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.076,0.001,0.06,0.157,0.147,0,0,0.259,0,0,0.064,0,0.335,0,0,0,0.045,0.065,0,0,0.003,0.012,0.188,0,0,0,0,0.05,0.39,0.198,0.232,0.24,0.03,0,0,0.374,0,0.209,0.024,1.685,0.227,0.007
Sun 2015-02-08 00:00,0.01,0,0.058,0.06,0.087,0.001,0.03,0.097,0.001,0.044,0.025,0.001,0.008,0,0.053,0.001,0.001,0.169,0.165,0.165,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.198,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.026,0.001,0.002,0.003,0.003,0.003,0.042,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.076,0.001,0.06,0.157,0.147,0,0,0.259,0,0,0.064,0,0.335,0,0,0,0.045,0.065,0,0,0,0.012,0.188,0,0,0,0,0.042,0.363,0.195,0.233,0.233,0.03,0,0.001,0.375,0,0.208,0.025,1.602,0.225,0.007
Sun 2015-02-08 01:00,0.01,0,0.043,0.044,0.065,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.168,0.164,0.165,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.198,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.028,0.019,0.001,0.002,0.003,0.003,0.003,0.04,0.021,0.001,0.008,0.008,0,0.011,0.074,0.001,0.076,0.001,0.06,0.157,0.147,0,0,0.26,0,0,0.065,0,0.334,0,0,0,0.044,0.065,0,0,0,0.012,0.188,0,0,0,0,0.05,0.379,0.201,0.233,0.241,0.03,0,0,0.374,0,0.207,0.025,1.423,0.223,0.009
Sun 2015-02-08 02:00,0.01,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.168,0.165,0.165,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.198,0,0.028,0,0.001,0.015,0.204,0.001,0.025,0.072,0.019,0.001,0.002,0.003,0.003,0.003,0.038,0.021,0.001,0.008,0.015,0,0.011,0.073,0.001,0.076,0.001,0.06,0.157,0.147,0,0,0.26,0,0,0.065,0,0.333,0,0,0,0.045,0.065,0,0,0.003,0.012,0.188,0,0,0,0,0.05,0.384,0.191,0.239,0.235,0.03,0,0,0.377,0,0.206,0.025,1.467,0.222,0.007
Sun 2015-02-08 03:00,0.01,0,0.043,0.044,0.065,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.168,0.165,0.165,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.199,0,0.028,0,0.001,0.015,0.204,0.001,0.025,0.07,0.019,0.001,0.002,0.003,0.003,0.003,0.005,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.076,0.001,0.057,0.157,0.147,0,0,0.26,0,0,0.065,0,0.332,0,0,0,0.044,0.065,0,0,0.01,0.012,0.188,0,0,0,0,0.047,0.386,0.203,0.233,0.24,0.03,0,0,0.378,0,0.207,0.025,1.377,0.222,0.007
Sun 2015-02-08 04:00,0.001,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.168,0.164,0.165,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.198,0,0.028,0,0.001,0.015,0.204,0.001,0.025,0.07,0.019,0.001,0.002,0.003,0.003,0.003,0.032,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.076,0.001,0.057,0.158,0.147,0,0,0.26,0,0,0.065,0,0.333,0,0,0,0.044,0.065,0,0,0.011,0.012,0.188,0,0,0,0,0.045,0.352,0.195,0.235,0.237,0.03,0,0.001,0.376,0,0.206,0.025,1.245,0.221,0.007
Sun 2015-02-08 05:00,0.009,0,0.043,0.044,0.065,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.169,0.167,0.165,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.198,0,0.027,0,0.001,0.015,0.205,0.001,0.025,0.07,0.019,0.001,0.002,0.003,0.003,0.003,0.031,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.076,0.001,0.057,0.158,0.147,0,0,0.26,0,0,0.065,0,0.332,0,0,0,0.044,0.065,0,0,0.01,0.012,0.188,0,0,0,0,0.048,0.366,0.196,0.233,0.241,0.03,0,0,0.376,0,0.207,0.025,1.354,0.219,0.007
Sun 2015-02-08 06:00,0.01,0,0.043,0.044,0.065,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.168,0.164,0.166,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.194,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.07,0.019,0.001,0.002,0.003,0.003,0.003,0.042,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.076,0.001,0.057,0.158,0.147,0,0,0.261,0,0,0.065,0,0.333,0,0,0,0.044,0.065,0,0,0.012,0.012,0.188,0,0,0,0,0.05,0.374,0.196,0.228,0.237,0.03,0,0,0.375,0,0.206,0.025,1.379,0.219,0.008
Sun 2015-02-08 07:00,0.715,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.172,0.165,0.168,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.198,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.07,0.019,0.001,0.002,0.003,0.003,0.003,0.005,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.08,0.001,0.057,0.113,0.106,0,0,0.187,0,0,0.046,0,0.24,0,0,0,0.044,0.065,0,0,0.003,0.008,0.135,0,0,0,0,0.047,0.384,0.203,0.233,0.235,0.03,0,0,0.375,0,0.21,0.024,1.194,0.158,0.007
Sun 2015-02-08 08:00,4.175,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.169,0.166,0.168,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.2,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.07,0.019,0.001,0.002,0.003,0.003,0.003,0.038,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.077,0.001,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.065,0,0,0.01,0,0,0,0,0,0,0.043,0.384,0.194,0.234,0.234,0.03,0,0.001,0.372,0,0.207,0.024,0,0,0.007
Sun 2015-02-08 09:00,8.536,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.171,0.166,0.171,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.199,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.07,0.019,0.001,0.002,0.003,0.003,0.003,0.041,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.077,0.001,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.065,0,0,0.012,0,0,0,0,0,0,0.05,0.444,0.194,0.224,0.234,0.03,0,0,0.369,0,0.212,0.024,0,0,0.007
Sun 2015-02-08 10:00,10.686,0,0.043,0.044,0.065,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.039,0.001,0.001,0.172,0.171,0.17,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.2,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.07,0.019,0.001,0.002,0.003,0.003,0.003,0.033,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.079,0.001,0.057,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0.045,0.065,0.009,0,0.008,0,0,0,0,0,0,0.04,0.521,0.193,0.23,0.23,0.03,0,0,0.368,0,0.213,0.024,0,0,0.009
Sun 2015-02-08 11:00,9.753,0,0.044,0.045,0.066,0.001,0.022,0.068,0.001,0.038,0.018,0.001,0.008,0,0.039,0.001,0.001,0.17,0.168,0.171,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.2,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.07,0.019,0.001,0.002,0.003,0.003,0.003,0.03,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.078,0.001,0.057,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0.046,0.065,0,0,0.011,0,0,0,0,0,0,0.05,0.636,0.203,0.228,0.237,0.03,0,0,0.371,0,0.214,0.024,0,0,0.013
Sun 2015-02-08 12:00,14.293,0,0.043,0.045,0.065,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.039,0.001,0.001,0.176,0.168,0.172,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.201,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.07,0.019,0.001,0.002,0.003,0.003,0.003,0.009,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.077,0.001,0.057,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0.046,0.065,0,0,0.009,0,0,0,0,0,0,0.04,0.361,0.193,0.232,0.231,0.03,0,0.001,0.371,0,0.214,0.024,0,0,0.008
Sun 2015-02-08 13:00,16.877,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.17,0.167,0.169,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.201,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.045,0.019,0.001,0.002,0.003,0.003,0.003,0.035,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.077,0.001,0.057,0,0,0,0,0,0.119,0,0,0.003,0,0,0,0,0.046,0.065,0,0,0.014,0,0,0.016,0.012,0.01,0.017,0.05,1.306,0.217,0.231,0.233,0.04,0,0,0.37,0,0.212,0.024,0,0,0.013
Sun 2015-02-08 14:00,10.033,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.171,0.166,0.174,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.201,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.041,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.077,0.001,0.057,0,0,0,0,0,0.126,0,0,0.035,0,0,0,0,0.046,0.065,0,0,0.014,0,0,0.062,0.046,0.04,0.067,0.04,1.411,0.219,0.233,0.234,0.03,0,0,0.368,0,0.215,0.023,0,0,0.018
Sun 2015-02-08 15:00,11.757,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.173,0.167,0.174,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.201,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.041,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.078,0.001,0.057,0,0,0,0,0,0.077,0,0,0.034,0,0,0,0,0.046,0.065,0,0,0.014,0,0,0.077,0.057,0.05,0.085,0.05,2.453,0.243,0.226,0.233,0.032,0,0.001,0.367,0,0.214,0.024,0,0,0.023
Sun 2015-02-08 16:00,5.805,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.17,0.166,0.171,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.201,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.033,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.08,0.001,0.057,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0.046,0.065,0,0,0.012,0,0,0.041,0.031,0.027,0.045,0.04,2.489,0.241,0.229,0.234,0.034,0,0,0.368,0,0.213,0.024,0,0,0.017
Sun 2015-02-08 17:00,1.725,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.172,0.167,0.171,0.001,0.001,0.001,0.026,0.001,0.153,0.006,0.199,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.032,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.079,0.001,0.057,0.044,0.041,0.105,0.009,0.074,0.022,0.011,0.018,0.03,0.098,0.007,0,0.007,0.046,0.065,0.006,0.003,0.012,0.003,0.053,0.057,0.042,0.037,0.062,0.05,0.927,0.202,0.232,0.231,0.034,0,0,0.37,0,0.216,0.024,0.546,0.067,0.014
Sun 2015-02-08 18:00,0.027,0,0.043,0.044,0.064,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.17,0.165,0.172,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.197,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.024,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.078,0.001,0.057,0.143,0.133,0,0,0.239,0,0.006,0.059,0.032,0.31,0,0,0,0.045,0.065,0,0,0.013,0.011,0.172,0.073,0.054,0.048,0.08,0.049,2.111,0.233,0.223,0.231,0.03,0.01,0,0.366,0,0.211,0.024,1.746,0.22,0.016
Sun 2015-02-08 19:00,0,0,0.043,0.044,0.065,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.038,0.001,0.001,0.17,0.166,0.17,0.001,0.001,0.001,0.026,0.001,0.153,0.005,0.198,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.023,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.076,0.001,0.057,0.156,0.145,0,0,0.258,0,0,0.064,0.027,0.336,0,0,0,0.045,0.065,0,0,0.01,0.011,0.187,0.043,0.032,0.028,0.047,0.041,0.803,0.195,0.225,0.235,0.03,0,0.001,0.364,0,0.214,0.024,1.907,0.238,0.014
Sun 2015-02-08 20:00,0.01,0,0.044,0.045,0.067,0.001,0.023,0.069,0.001,0.038,0.018,0.001,0.008,0,0.04,0.001,0.001,0.168,0.168,0.169,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.196,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.02,0.001,0.002,0.003,0.003,0.003,0.038,0.021,0.001,0.008,0.008,0,0.011,0.072,0.001,0.076,0.001,0.057,0.156,0.146,0,0,0.258,0,0,0.064,0.001,0.336,0,0,0,0.045,0.065,0,0,0.011,0.012,0.187,0,0,0,0,0.05,0.529,0.203,0.233,0.235,0.03,0,0,0.367,0,0.211,0.025,1.872,0.235,0.008
Sun 2015-02-08 21:00,0.01,0,0.044,0.045,0.065,0.001,0.023,0.068,0.001,0.038,0.018,0.001,0.008,0,0.039,0.001,0.001,0.17,0.169,0.171,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.196,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.04,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.076,0.001,0.057,0.157,0.146,0,0,0.258,0,0,0.064,0,0.337,0,0,0,0.045,0.065,0,0,0.011,0.012,0.187,0,0,0,0,0.043,0.662,0.196,0.229,0.234,0.03,0,0,0.37,0,0.214,0.024,1.859,0.232,0.014
Sun 2015-02-08 22:00,0.01,0,0.043,0.045,0.065,0.001,0.022,0.067,0.001,0.037,0.018,0.001,0.008,0,0.039,0.001,0.001,0.168,0.164,0.168,0.001,0.001,0.001,0.026,0.001,0.154,0.006,0.195,0,0.027,0,0.001,0.015,0.204,0.001,0.025,0.001,0.019,0.001,0.002,0.003,0.003,0.003,0.034,0.021,0.001,0.008,0.008,0,0.011,0.073,0.001,0.076,0.001,0.057,0.157,0.146,0,0,0.259,0,0,0.064,0,0.338,0,0,0,0.045,0.065,0,0,0.01,0.012,0.188,0,0,0,0,0.047,0.703,0.199,0.23,0.239,0.03,0,0,0.372,0,0.216,0.025,1.792,0.232,0.014
