Energy Usage and Saving Report
Report Time: 04/22/2015 12:44 PM,Time Zone: America/New_York
19/04/2015 15:00:00,0.106
19/04/2015 16:00:00,0.114
19/04/2015 17:00:00,0.105
19/04/2015 18:00:00,0.116
19/04/2015 19:00:00,0.104
19/04/2015 20:00:00,0.115
19/04/2015 21:00:00,0.105
19/04/2015 22:00:00,0.114
19/04/2015 23:00:00,0.114
20/04/2015 00:00:00,0.106
20/04/2015 01:00:00,0.114
20/04/2015 02:00:00,0.114
20/04/2015 03:00:00,0.106
20/04/2015 04:00:00,0.115
20/04/2015 05:00:00,0.107
20/04/2015 06:00:00,0.116
20/04/2015 07:00:00,0.146
20/04/2015 08:00:00,0.13
20/04/2015 09:00:00,0.14
20/04/2015 10:00:00,0.148
20/04/2015 11:00:00,0.139
20/04/2015 12:00:00,0.15
20/04/2015 13:00:00,0.143
20/04/2015 14:00:00,0.14
20/04/2015 15:00:00,0.141
20/04/2015 16:00:00,0.131
20/04/2015 17:00:00,0.141
20/04/2015 18:00:00,0.121
20/04/2015 19:00:00,0.121
20/04/2015 20:00:00,0.111
20/04/2015 21:00:00,0.108
20/04/2015 22:00:00,0.114
20/04/2015 23:00:00,0.115
21/04/2015 00:00:00,0.114
21/04/2015 01:00:00,0.111
21/04/2015 02:00:00,0.115
21/04/2015 03:00:00,0.106
21/04/2015 04:00:00,0.115
21/04/2015 05:00:00,0.113
21/04/2015 06:00:00,0.11
21/04/2015 07:00:00,0.14
21/04/2015 08:00:00,0.136
21/04/2015 09:00:00,0.144
21/04/2015 10:00:00,0.134
21/04/2015 11:00:00,0.131
21/04/2015 12:00:00,0.141
21/04/2015 13:00:00,0.132
21/04/2015 14:00:00,0.13
21/04/2015 15:00:00,0.131
21/04/2015 16:00:00,0.127
21/04/2015 17:00:00,0.129
21/04/2015 18:00:00,0.114
21/04/2015 19:00:00,0.114
21/04/2015 20:00:00,0.116
21/04/2015 21:00:00,0.11
21/04/2015 22:00:00,0
21/04/2015 23:00:00,0
22/04/2015 00:00:00,0

PF AHU-4 (Electrical Room)
Energy Usage (kWh)
Date Time,Energy Usage
17/04/2015 00:00:00,0.014
17/04/2015 01:00:00,0.02
17/04/2015 02:00:00,0.02
17/04/2015 03:00:00,0.02
17/04/2015 04:00:00,0.02
17/04/2015 05:00:00,0.02
17/04/2015 06:00:00,0.02
17/04/2015 07:00:00,0.02
17/04/2015 08:00:00,0.02
17/04/2015 09:00:00,0.02
17/04/2015 10:00:00,0.019
17/04/2015 11:00:00,0.016
17/04/2015 12:00:00,0.023
17/04/2015 13:00:00,0.012
17/04/2015 14:00:00,0.02
17/04/2015 15:00:00,0.02
17/04/2015 16:00:00,0.02
17/04/2015 17:00:00,0.02
17/04/2015 18:00:00,0.02
17/04/2015 19:00:00,0.02
17/04/2015 20:00:00,0.015
17/04/2015 21:00:00,0.015
17/04/2015 22:00:00,0.02
17/04/2015 23:00:00,0.02
18/04/2015 00:00:00,0.02
18/04/2015 01:00:00,0.02
18/04/2015 02:00:00,0.02
18/04/2015 03:00:00,0.02
18/04/2015 04:00:00,0.02
18/04/2015 05:00:00,0.02
18/04/2015 06:00:00,0.02
18/04/2015 07:00:00,0.02
18/04/2015 08:00:00,0.01
18/04/2015 09:00:00,0.02
18/04/2015 10:00:00,0.021
18/04/2015 11:00:00,0.019
18/04/2015 12:00:00,0.02
18/04/2015 13:00:00,0.02
18/04/2015 14:00:00,0.02
18/04/2015 15:00:00,0.02
18/04/2015 16:00:00,0.02
18/04/2015 17:00:00,0.02
18/04/2015 18:00:00,0.01
18/04/2015 19:00:00,0.022
18/04/2015 20:00:00,0.018
18/04/2015 21:00:00,0.02
18/04/2015 22:00:00,0.02
18/04/2015 23:00:00,0.02
19/04/2015 00:00:00,0.02
19/04/2015 01:00:00,0.02
19/04/2015 02:00:00,0.02
19/04/2015 03:00:00,0.02
19/04/2015 04:00:00,0.02
19/04/2015 05:00:00,0.02
19/04/2015 06:00:00,0.02
19/04/2015 07:00:00,0.02
19/04/2015 08:00:00,0.02
19/04/2015 09:00:00,0.02
19/04/2015 10:00:00,0.02
19/04/2015 11:00:00,0.02
19/04/2015 12:00:00,0.02
19/04/2015 13:00:00,0.02
19/04/2015 14:00:00,0.02
19/04/2015 15:00:00,0.02
19/04/2015 16:00:00,0.02
19/04/2015 17:00:00,0.02
19/04/2015 18:00:00,0.02
19/04/2015 19:00:00,0.02
19/04/2015 20:00:00,0.02
19/04/2015 21:00:00,0.02
19/04/2015 22:00:00,0.02
19/04/2015 23:00:00,0.01
20/04/2015 00:00:00,0.02
20/04/2015 01:00:00,0.02
20/04/2015 02:00:00,0.02
20/04/2015 03:00:00,0.02
20/04/2015 04:00:00,0.02
20/04/2015 05:00:00,0.02
20/04/2015 06:00:00,0.02
20/04/2015 07:00:00,0.02
20/04/2015 08:00:00,0.02
20/04/2015 09:00:00,0.02
20/04/2015 10:00:00,0.011
20/04/2015 11:00:00,0.019
20/04/2015 12:00:00,0.02
20/04/2015 13:00:00,0.03
20/04/2015 14:00:00,0.02
20/04/2015 15:00:00,0.02
20/04/2015 16:00:00,0.02
20/04/2015 17:00:00,0.01
20/04/2015 18:00:00,0.02
20/04/2015 19:00:00,0.02
20/04/2015 20:00:00,0.02
20/04/2015 21:00:00,0.02
20/04/2015 22:00:00,0.02
20/04/2015 23:00:00,0.016
21/04/2015 00:00:00,0.019
21/04/2015 01:00:00,0.016
21/04/2015 02:00:00,0.019
21/04/2015 03:00:00,0.02
21/04/2015 04:00:00,0.02
21/04/2015 05:00:00,0.02
21/04/2015 06:00:00,0.02
21/04/2015 07:00:00,0.02
21/04/2015 08:00:00,0.02
21/04/2015 09:00:00,0.02
21/04/2015 10:00:00,0.01
21/04/2015 11:00:00,0.02
21/04/2015 12:00:00,0.02
21/04/2015 13:00:00,0.02
21/04/2015 14:00:00,0.02
21/04/2015 15:00:00,0.01
21/04/2015 16:00:00,0.02
21/04/2015 17:00:00,0.02
21/04/2015 18:00:00,0.02
21/04/2015 19:00:00,0.02
21/04/2015 20:00:00,0.01
21/04/2015 21:00:00,0.02
21/04/2015 22:00:00,0
21/04/2015 23:00:00,0
22/04/2015 00:00:00,0

PG EWH-1 Water Heater
Energy Usage (kWh)
Date Time,Energy Usage
17/04/2015 00:00:00,0
17/04/2015 01:00:00,0
17/04/2015 02:00:00,0
17/04/2015 03:00:00,0
17/04/2015 04:00:00,0
17/04/2015 05:00:00,0
17/04/2015 06:00:00,0
17/04/2015 07:00:00,0
17/04/2015 08:00:00,0
17/04/2015 09:00:00,0
17/04/2015 10:00:00,0
17/04/2015 11:00:00,0
17/04/2015 12:00:00,0
17/04/2015 13:00:00,0.022
17/04/2015 14:00:00,1.148
17/04/2015 15:00:00,0
17/04/2015 16:00:00,0
17/04/2015 17:00:00,0.26
17/04/2015 18:00:00,0.01
17/04/2015 19:00:00,0
17/04/2015 20:00:00,0
17/04/2015 21:00:00,0
17/04/2015 22:00:00,0
17/04/2015 23:00:00,0
18/04/2015 00:00:00,0
18/04/2015 01:00:00,0
18/04/2015 02:00:00,0
18/04/2015 03:00:00,0
18/04/2015 04:00:00,0
18/04/2015 05:00:00,0
18/04/2015 06:00:00,0
18/04/2015 07:00:00,0.009
18/04/2015 08:00:00,0.561
18/04/2015 09:00:00,0
18/04/2015 10:00:00,0
18/04/2015 11:00:00,0.27
18/04/2015 12:00:00,0
18/04/2015 13:00:00,0
18/04/2015 14:00:00,0.25
18/04/2015 15:00:00,0
18/04/2015 16:00:00,0
18/04/2015 17:00:00,0
18/04/2015 18:00:00,0
18/04/2015 19:00:00,0
18/04/2015 20:00:00,0
18/04/2015 21:00:00,0
18/04/2015 22:00:00,0
18/04/2015 23:00:00,0
19/04/2015 00:00:00,0
19/04/2015 01:00:00,0
19/04/2015 02:00:00,0
19/04/2015 03:00:00,0
19/04/2015 04:00:00,0
19/04/2015 05:00:00,0
19/04/2015 06:00:00,0
19/04/2015 07:00:00,0.01
19/04/2015 08:00:00,0
19/04/2015 09:00:00,0
19/04/2015 10:00:00,0
19/04/2015 11:00:00,0
19/04/2015 12:00:00,0
19/04/2015 13:00:00,0
19/04/2015 14:00:00,0
19/04/2015 15:00:00,0
19/04/2015 16:00:00,0
19/04/2015 17:00:00,0
19/04/2015 18:00:00,0
19/04/2015 19:00:00,0
19/04/2015 20:00:00,0
19/04/2015 21:00:00,0
19/04/2015 22:00:00,0
19/04/2015 23:00:00,0
20/04/2015 00:00:00,0
20/04/2015 01:00:00,0
20/04/2015 02:00:00,0
20/04/2015 03:00:00,0
20/04/2015 04:00:00,0
20/04/2015 05:00:00,0
20/04/2015 06:00:00,0
20/04/2015 07:00:00,0
20/04/2015 08:00:00,0.01
20/04/2015 09:00:00,0
20/04/2015 10:00:00,0
20/04/2015 11:00:00,0
20/04/2015 12:00:00,0
20/04/2015 13:00:00,0.023
20/04/2015 14:00:00,1.367
20/04/2015 15:00:00,0
20/04/2015 16:00:00,0
20/04/2015 17:00:00,0
20/04/2015 18:00:00,0
20/04/2015 19:00:00,0
20/04/2015 20:00:00,0
20/04/2015 21:00:00,0
20/04/2015 22:00:00,0
20/04/2015 23:00:00,0
21/04/2015 00:00:00,0
21/04/2015 01:00:00,0
21/04/2015 02:00:00,0
21/04/2015 03:00:00,0
21/04/2015 04:00:00,0
21/04/2015 05:00:00,0
21/04/2015 06:00:00,0
21/04/2015 07:00:00,0
21/04/2015 08:00:00,0
21/04/2015 09:00:00,0
21/04/2015 10:00:00,0
21/04/2015 11:00:00,0
21/04/2015 12:00:00,0
21/04/2015 13:00:00,0.016
21/04/2015 14:00:00,1.104
21/04/2015 15:00:00,0
21/04/2015 16:00:00,0
21/04/2015 17:00:00,0
21/04/2015 18:00:00,0
21/04/2015 19:00:00,0
21/04/2015 20:00:00,0
21/04/2015 21:00:00,0
21/04/2015 22:00:00,0
21/04/2015 23:00:00,0
22/04/2015 00:00:00,0

SB TF-1 ATM Room
Energy Usage (kWh)
Date Time,Energy Usage
17/04/2015 00:00:00,0.371
17/04/2015 01:00:00,0.371
17/04/2015 02:00:00,0.374
17/04/2015 03:00:00,0.373
17/04/2015 04:00:00,0.372
17/04/2015 05:00:00,0.369
17/04/2015 06:00:00,0.364
17/04/2015 07:00:00,0.365
17/04/2015 08:00:00,0.366
17/04/2015 09:00:00,0.408
17/04/2015 10:00:00,0.364
17/04/2015 11:00:00,0.37
17/04/2015 12:00:00,0.365
17/04/2015 13:00:00,0.363
17/04/2015 14:00:00,0.363
17/04/2015 15:00:00,0.363
17/04/2015 16:00:00,0.368
17/04/2015 17:00:00,0.37
17/04/2015 18:00:00,0.289
17/04/2015 19:00:00,0.043
17/04/2015 20:00:00,0.368
17/04/2015 21:00:00,0.372
17/04/2015 22:00:00,0.369
17/04/2015 23:00:00,0.371
18/04/2015 00:00:00,0.373
18/04/2015 01:00:00,0.369
18/04/2015 02:00:00,0.374
18/04/2015 03:00:00,0.372
18/04/2015 04:00:00,0.367
18/04/2015 05:00:00,0.368
18/04/2015 06:00:00,0.366
18/04/2015 07:00:00,0.366
18/04/2015 08:00:00,0.37
18/04/2015 09:00:00,0.371
18/04/2015 10:00:00,0.371
18/04/2015 11:00:00,0.369
18/04/2015 12:00:00,0.366
18/04/2015 13:00:00,0.363
18/04/2015 14:00:00,0.229
18/04/2015 15:00:00,0.003
18/04/2015 16:00:00,0.004
18/04/2015 17:00:00,0.003
18/04/2015 18:00:00,0.076
18/04/2015 19:00:00,0.371
18/04/2015 20:00:00,0.369
18/04/2015 21:00:00,0.37
18/04/2015 22:00:00,0.369
18/04/2015 23:00:00,0.37
19/04/2015 00:00:00,0.37
19/04/2015 01:00:00,0.372
19/04/2015 02:00:00,0.372
19/04/2015 03:00:00,0.372
19/04/2015 04:00:00,0.373
19/04/2015 05:00:00,0.374
19/04/2015 06:00:00,0.375
19/04/2015 07:00:00,0.372
19/04/2015 08:00:00,0.368
19/04/2015 09:00:00,0.37
19/04/2015 10:00:00,0.366
19/04/2015 11:00:00,0.368
19/04/2015 12:00:00,0.37
19/04/2015 13:00:00,0.367
19/04/2015 14:00:00,0.363
19/04/2015 15:00:00,0.365
19/04/2015 16:00:00,0.363
19/04/2015 17:00:00,0.364
19/04/2015 18:00:00,0.364
19/04/2015 19:00:00,0.362
19/04/2015 20:00:00,0.361
19/04/2015 21:00:00,0.363
19/04/2015 22:00:00,0.365
19/04/2015 23:00:00,0.367
20/04/2015 00:00:00,0.368
20/04/2015 01:00:00,0.37
20/04/2015 02:00:00,0.37
20/04/2015 03:00:00,0.372
20/04/2015 04:00:00,0.37
20/04/2015 05:00:00,0.364
20/04/2015 06:00:00,0.362
20/04/2015 07:00:00,0.365
20/04/2015 08:00:00,0.087
20/04/2015 09:00:00,0.004
20/04/2015 10:00:00,0.003
20/04/2015 11:00:00,0.004
20/04/2015 12:00:00,0.003
20/04/2015 13:00:00,0.004
20/04/2015 14:00:00,0.004
20/04/2015 15:00:00,0.003
20/04/2015 16:00:00,0.004
20/04/2015 17:00:00,0.003
20/04/2015 18:00:00,0.004
20/04/2015 19:00:00,0.004
20/04/2015 20:00:00,0.051
20/04/2015 21:00:00,0.37
20/04/2015 22:00:00,0.371
20/04/2015 23:00:00,0.368
21/04/2015 00:00:00,0.373
21/04/2015 01:00:00,0.371
21/04/2015 02:00:00,0.372
21/04/2015 03:00:00,0.373
21/04/2015 04:00:00,0.371
21/04/2015 05:00:00,0.368
21/04/2015 06:00:00,0.364
21/04/2015 07:00:00,0.363
21/04/2015 08:00:00,0.369
21/04/2015 09:00:00,0.087
21/04/2015 10:00:00,0.003
21/04/2015 11:00:00,0.004
21/04/2015 12:00:00,0.003
21/04/2015 13:00:00,0.003
21/04/2015 14:00:00,0.004
21/04/2015 15:00:00,0.003
21/04/2015 16:00:00,0.004
21/04/2015 17:00:00,0.004
21/04/2015 18:00:00,0.003
21/04/2015 19:00:00,0.004
21/04/2015 20:00:00,0.003
21/04/2015 21:00:00,0.08
21/04/2015 22:00:00,0
21/04/2015 23:00:00,0
22/04/2015 00:00:00,0

SA Big Ass Fan
Energy Usage (kWh)
Date Time,Energy Usage
17/04/2015 00:00:00,0.004
17/04/2015 01:00:00,0.004
17/04/2015 02:00:00,0.004
17/04/2015 03:00:00,0.004
17/04/2015 04:00:00,0.004
17/04/2015 05:00:00,0.004
17/04/2015 06:00:00,0.004
17/04/2015 07:00:00,0.005
17/04/2015 08:00:00,0.004
17/04/2015 09:00:00,0.005
17/04/2015 10:00:00,0.004
17/04/2015 11:00:00,0.005
17/04/2015 12:00:00,0.004
17/04/2015 13:00:00,0.004
17/04/2015 14:00:00,0.005
17/04/2015 15:00:00,0.004
17/04/2015 16:00:00,0.005
17/04/2015 17:00:00,0.004
17/04/2015 18:00:00,0.004
17/04/2015 19:00:00,0.005
17/04/2015 20:00:00,0.004
17/04/2015 21:00:00,0.004
17/04/2015 22:00:00,0.004
17/04/2015 23:00:00,0.004
18/04/2015 00:00:00,0.004
18/04/2015 01:00:00,0.004
18/04/2015 02:00:00,0.005
18/04/2015 03:00:00,0.004
18/04/2015 04:00:00,0.004
18/04/2015 05:00:00,0.004
18/04/2015 06:00:00,0.004
18/04/2015 07:00:00,0.006
18/04/2015 08:00:00,0.294
18/04/2015 09:00:00,0.29
18/04/2015 10:00:00,0.285
18/04/2015 11:00:00,0.285
18/04/2015 12:00:00,0.291
18/04/2015 13:00:00,0.3
18/04/2015 14:00:00,0.296
18/04/2015 15:00:00,0.007
18/04/2015 16:00:00,0.005
18/04/2015 17:00:00,0.004
18/04/2015 18:00:00,0.005
18/04/2015 19:00:00,0.004
18/04/2015 20:00:00,0.004
18/04/2015 21:00:00,0.004
18/04/2015 22:00:00,0.004
18/04/2015 23:00:00,0.004
19/04/2015 00:00:00,0.004
19/04/2015 01:00:00,0.004
19/04/2015 02:00:00,0.005
19/04/2015 03:00:00,0.004
19/04/2015 04:00:00,0.004
19/04/2015 05:00:00,0.004
19/04/2015 06:00:00,0.004
19/04/2015 07:00:00,0.004
19/04/2015 08:00:00,0.004
19/04/2015 09:00:00,0.005
19/04/2015 10:00:00,0.004
19/04/2015 11:00:00,0.004
19/04/2015 12:00:00,0.005
19/04/2015 13:00:00,0.005
19/04/2015 14:00:00,0.004
19/04/2015 15:00:00,0.005
19/04/2015 16:00:00,0.004
19/04/2015 17:00:00,0.004
19/04/2015 18:00:00,0.004
19/04/2015 19:00:00,0.004
19/04/2015 20:00:00,0.004
19/04/2015 21:00:00,0.004
19/04/2015 22:00:00,0.005
19/04/2015 23:00:00,0.004
20/04/2015 00:00:00,0.004
20/04/2015 01:00:00,0.004
20/04/2015 02:00:00,0.004
20/04/2015 03:00:00,0.004
20/04/2015 04:00:00,0.004
20/04/2015 05:00:00,0.005
20/04/2015 06:00:00,0.004
20/04/2015 07:00:00,0.004
20/04/2015 08:00:00,0.004
20/04/2015 09:00:00,0.005
20/04/2015 10:00:00,0.005
20/04/2015 11:00:00,0.004
20/04/2015 12:00:00,0.005
20/04/2015 13:00:00,0.004
20/04/2015 14:00:00,0.005
20/04/2015 15:00:00,0.004
20/04/2015 16:00:00,0.004
20/04/2015 17:00:00,0.005
20/04/2015 18:00:00,0.005
20/04/2015 19:00:00,0.004
20/04/2015 20:00:00,0.004
20/04/2015 21:00:00,0.004
20/04/2015 22:00:00,0.004
20/04/2015 23:00:00,0.004
21/04/2015 00:00:00,0.005
21/04/2015 01:00:00,0.004
21/04/2015 02:00:00,0.004
21/04/2015 03:00:00,0.004
21/04/2015 04:00:00,0.004
21/04/2015 05:00:00,0.004
21/04/2015 06:00:00,0.004
21/04/2015 07:00:00,0.005
21/04/2015 08:00:00,0.004
21/04/2015 09:00:00,0.004
21/04/2015 10:00:00,0.005
21/04/2015 11:00:00,0.004
21/04/2015 12:00:00,0.004
21/04/2015 13:00:00,0.004
21/04/2015 14:00:00,0.005
21/04/2015 15:00:00,0.004
21/04/2015 16:00:00,0.005
21/04/2015 17:00:00,0.004
21/04/2015 18:00:00,0.005
21/04/2015 19:00:00,0.004
21/04/2015 20:00:00,0.004
21/04/2015 21:00:00,0.004
21/04/2015 22:00:00,0
21/04/2015 23:00:00,0
22/04/2015 00:00:00,0

PA RTU-1 (Roof)
Energy Usage (kWh)
Date Time,Energy Usage
17/04/2015 00:00:00,0.04
17/04/2015 01:00:00,0.04
17/04/2015 02:00:00,0.04
17/04/2015 03:00:00,0.04
17/04/2015 04:00:00,0.04
17/04/2015 05:00:00,0.04
17/04/2015 06:00:00,0.04
17/04/2015 07:00:00,0.061
17/04/2015 08:00:00,2.567
17/04/2015 09:00:00,2.704
17/04/2015 10:00:00,2.694
17/04/2015 11:00:00,2.749
17/04/2015 12:00:00,2.722
17/04/2015 13:00:00,2.747
17/04/2015 14:00:00,2.743
17/04/2015 15:00:00,2.769
17/04/2015 16:00:00,2.771
17/04/2015 17:00:00,2.757
17/04/2015 18:00:00,0.066
17/04/2015 19:00:00,0.04
17/04/2015 20:00:00,0.04
17/04/2015 21:00:00,0.04
17/04/2015 22:00:00,0.04
17/04/2015 23:00:00,0.04
18/04/2015 00:00:00,0.042
18/04/2015 01:00:00,0.038
18/04/2015 02:00:00,0.042
18/04/2015 03:00:00,0.045
18/04/2015 04:00:00,0.035
18/04/2015 05:00:00,0.043
18/04/2015 06:00:00,0.045
18/04/2015 07:00:00,0.04
18/04/2015 08:00:00,2.655
18/04/2015 09:00:00,2.716
18/04/2015 10:00:00,2.755
18/04/2015 11:00:00,2.732
18/04/2015 12:00:00,2.727
18/04/2015 13:00:00,2.737
18/04/2015 14:00:00,2.727
18/04/2015 15:00:00,0.09
18/04/2015 16:00:00,0.04
18/04/2015 17:00:00,0.036
18/04/2015 18:00:00,0.044
18/04/2015 19:00:00,0.04
18/04/2015 20:00:00,0.039
18/04/2015 21:00:00,0.037
18/04/2015 22:00:00,0.044
18/04/2015 23:00:00,0.034
19/04/2015 00:00:00,0.043
19/04/2015 01:00:00,0.044
19/04/2015 02:00:00,0.04
19/04/2015 03:00:00,0.04
19/04/2015 04:00:00,0.04
19/04/2015 05:00:00,0.04
19/04/2015 06:00:00,0.04
19/04/2015 07:00:00,0.04
19/04/2015 08:00:00,0.04
19/04/2015 09:00:00,0.04
19/04/2015 10:00:00,0.04
19/04/2015 11:00:00,0.04
19/04/2015 12:00:00,0.038
19/04/2015 13:00:00,0.032
19/04/2015 14:00:00,0.04
19/04/2015 15:00:00,0.04
19/04/2015 16:00:00,0.04
19/04/2015 17:00:00,0.032
19/04/2015 18:00:00,0.046
19/04/2015 19:00:00,0.034
19/04/2015 20:00:00,0.037
19/04/2015 21:00:00,0.04
19/04/2015 22:00:00,0.04
19/04/2015 23:00:00,0.04
20/04/2015 00:00:00,0.04
20/04/2015 01:00:00,0.04
20/04/2015 02:00:00,0.04
20/04/2015 03:00:00,0.04
20/04/2015 04:00:00,0.045
20/04/2015 05:00:00,0.037
20/04/2015 06:00:00,0.037
20/04/2015 07:00:00,0.065
20/04/2015 08:00:00,2.673
20/04/2015 09:00:00,2.717
20/04/2015 10:00:00,2.756
20/04/2015 11:00:00,2.775
20/04/2015 12:00:00,2.772
20/04/2015 13:00:00,2.525
20/04/2015 14:00:00,2.733
20/04/2015 15:00:00,2.797
20/04/2015 16:00:00,2.77
20/04/2015 17:00:00,2.804
20/04/2015 18:00:00,0.075
20/04/2015 19:00:00,0.04
20/04/2015 20:00:00,0.04
20/04/2015 21:00:00,0.04
20/04/2015 22:00:00,0.04
20/04/2015 23:00:00,0.04
21/04/2015 00:00:00,0.04
21/04/2015 01:00:00,0.04
21/04/2015 02:00:00,0.04
21/04/2015 03:00:00,0.04
21/04/2015 04:00:00,0.04
21/04/2015 05:00:00,0.04
21/04/2015 06:00:00,0.04
21/04/2015 07:00:00,0.058
21/04/2015 08:00:00,2.6
21/04/2015 09:00:00,2.668
21/04/2015 10:00:00,2.651
21/04/2015 11:00:00,2.69
21/04/2015 12:00:00,2.671
21/04/2015 13:00:00,2.699
21/04/2015 14:00:00,2.696
21/04/2015 15:00:00,2.694
21/04/2015 16:00:00,2.711
21/04/2015 17:00:00,2.633
21/04/2015 18:00:00,0.087
21/04/2015 19:00:00,0.04
21/04/2015 20:00:00,0.04
21/04/2015 21:00:00,0.04
21/04/2015 22:00:00,0
21/04/2015 23:00:00,0
22/04/2015 00:00:00,0

PB CU-1 (LG Roof)
Energy Usage (kWh)
Date Time,Energy Usage
17/04/2015 00:00:00,1.554
17/04/2015 01:00:00,0.705
17/04/2015 02:00:00,1.547
17/04/2015 03:00:00,0.909
17/04/2015 04:00:00,0.849
17/04/2015 05:00:00,1.107
17/04/2015 06:00:00,1.832
17/04/2015 07:00:00,5.816
17/04/2015 08:00:00,5.863
17/04/2015 09:00:00,5.21
17/04/2015 10:00:00,5.76
17/04/2015 11:00:00,5.141
17/04/2015 12:00:00,4.957
17/04/2015 13:00:00,5.137
17/04/2015 14:00:00,5.526
17/04/2015 15:00:00,5.68
17/04/2015 16:00:00,6.039
17/04/2015 17:00:00,5.653
17/04/2015 18:00:00,4.601
17/04/2015 19:00:00,0.461
17/04/2015 20:00:00,0.542
17/04/2015 21:00:00,0.701
17/04/2015 22:00:00,1.438
17/04/2015 23:00:00,0.915
18/04/2015 00:00:00,1.621
18/04/2015 01:00:00,1.702
18/04/2015 02:00:00,0.738
18/04/2015 03:00:00,1.6
18/04/2015 04:00:00,0.93
18/04/2015 05:00:00,1.567
18/04/2015 06:00:00,1.506
18/04/2015 07:00:00,1.251
18/04/2015 08:00:00,5.237
18/04/2015 09:00:00,5.41
18/04/2015 10:00:00,6.48
18/04/2015 11:00:00,5.475
18/04/2015 12:00:00,5.416
18/04/2015 13:00:00,6.333
18/04/2015 14:00:00,6.165
18/04/2015 15:00:00,6.426
18/04/2015 16:00:00,4.847
18/04/2015 17:00:00,0.351
18/04/2015 18:00:00,0.344
18/04/2015 19:00:00,0.979
18/04/2015 20:00:00,1.368
18/04/2015 21:00:00,1.873
18/04/2015 22:00:00,1.05
18/04/2015 23:00:00,1.785
19/04/2015 00:00:00,1.698
19/04/2015 01:00:00,0.987
19/04/2015 02:00:00,1.669
19/04/2015 03:00:00,1.623
19/04/2015 04:00:00,0.965
19/04/2015 05:00:00,1.993
19/04/2015 06:00:00,1.263
19/04/2015 07:00:00,1.377
19/04/2015 08:00:00,2.07
19/04/2015 09:00:00,2.05
19/04/2015 10:00:00,1.688
19/04/2015 11:00:00,2.079
19/04/2015 12:00:00,2.913
19/04/2015 13:00:00,2.422
19/04/2015 14:00:00,2.036
19/04/2015 15:00:00,3.042
19/04/2015 16:00:00,2.271
19/04/2015 17:00:00,2.384
19/04/2015 18:00:00,2.913
19/04/2015 19:00:00,1.765
19/04/2015 20:00:00,1.555
19/04/2015 21:00:00,2.083
19/04/2015 22:00:00,2.11
19/04/2015 23:00:00,1.495
20/04/2015 00:00:00,1.681
20/04/2015 01:00:00,1.976
20/04/2015 02:00:00,1.686
20/04/2015 03:00:00,1.274
20/04/2015 04:00:00,2.031
20/04/2015 05:00:00,2.051
20/04/2015 06:00:00,1.228
20/04/2015 07:00:00,6.765
20/04/2015 08:00:00,4.964
20/04/2015 09:00:00,4.966
20/04/2015 10:00:00,5.812
20/04/2015 11:00:00,5.44
20/04/2015 12:00:00,5.877
20/04/2015 13:00:00,4.499
